Analysis for Result

ACCURACY REPORT:
Overall accuracy:                        0.31953071
Accuracy within 1 phone:                 0.56383713
Accuracy within 2 phones:                0.79848171
Average edit distance from gold:         0.28335268
Average feature edit distance from gold: 0.38441631

Performance associated with each phone in Result
Phone in Result	Associated final miss likelihood	Mean Associated Normalized Lev.Dist.	Mean Associated Feat Edit Dist
ˈa	|	0.6715758468335787	|	1.4712812960235642	|	0.39713379404101085
a	|	0.734375	|	1.5238095238095237	|	0.4887057387057391
e	|	0.7419354838709677	|	1.5569892473118279	|	0.3930521091811418
l	|	0.6425339366515838	|	1.5158371040723981	|	0.4508353637312914
ˈu	|	0.5	|	0.9818181818181818	|	0.28924825174825175
n	|	0.7718550106609808	|	1.7211981566820276	|	0.40641616448068096
ə	|	0.6962457337883959	|	1.6003861003861004	|	0.42459904959904965
d	|	0.6752577319587629	|	1.4042553191489362	|	0.40844926350245503
p	|	0.6627218934911243	|	1.3907692307692308	|	0.3547928994082838
o̯	|	0.5526315789473685	|	1.3421052631578947	|	0.40232793522267213
s	|	0.6432584269662921	|	1.417142857142857	|	0.37752747252747226
t	|	0.6438356164383562	|	1.4527845036319613	|	0.3929502700689147
ɨ	|	0.8333333333333334	|	2.2615384615384615	|	0.4615384615384615
ɡ	|	0.6732673267326733	|	1.49	|	0.3915384615384617
ˈe	|	0.7142857142857143	|	1.6521739130434783	|	0.4550883898709987
r	|	0.7170868347338936	|	1.546583850931677	|	0.41247611084567637
ʒ	|	0.8773584905660378	|	1.9714285714285715	|	0.6333333333333332
d͡ʒ	|	0.8353658536585366	|	2.4782608695652173	|	0.6338987099856661
u	|	0.7526132404181185	|	1.8388278388278387	|	0.5245139475908708
ˈo	|	0.6836734693877551	|	1.3061224489795917	|	0.3771585557299843
j	|	0.7439024390243902	|	1.5925925925925926	|	0.41286799620132963
i	|	0.9245283018867925	|	2.522875816993464	|	0.5717697335344393
m	|	0.7211155378486056	|	1.534412955465587	|	0.3618810339458111
j̊	|	1.0	|	2.484375	|	0.5099158653846154
k	|	0.7050561797752809	|	1.5162241887905605	|	0.3983435443612433
?1	|	1.0	|	2.5306122448979593	|	0.5839874411302983
ˈi	|	0.7592592592592593	|	1.5493827160493827	|	0.38912630579297264
t͡ʃ	|	0.648854961832061	|	1.4516129032258065	|	0.39516129032258085
b	|	0.6235294117647059	|	1.353658536585366	|	0.3027673545966229
j̍	|	1.0	|	2.0	|	0.07692307692307693
e̯	|	0.8604651162790697	|	2.4457831325301207	|	0.6682113067655235
ˈə	|	0.7272727272727273	|	1.6363636363636365	|	0.30856643356643354
f	|	0.6545454545454545	|	1.348623853211009	|	0.37879322512350055
z	|	0.9038461538461539	|	2.0384615384615383	|	0.47152366863905343
w̍	|	1.0	|	2.4166666666666665	|	0.6057692307692306
ɑ	|	1.0	|	2.75	|	0.5961538461538461
w	|	0.851063829787234	|	2.3191489361702127	|	0.7569558101472996
t͡s	|	0.8780487804878049	|	2.1951219512195124	|	0.4652908067542214
ˈɨ	|	0.7419354838709677	|	1.2580645161290323	|	0.27605459057071957
ˈɑ	|	1.0	|	2.5925925925925926	|	0.4900284900284899
ʃ	|	0.7714285714285715	|	1.5	|	0.34495192307692313
v	|	0.8333333333333334	|	1.5	|	0.5224358974358974
iː̯	|	1.0	|	2.0	|	0.8461538461538461
